CensusTract,Opportunity_Tier,PWC_Opportunity_Index,Top_Domain,District,District_combined,City,Neighborhood,1st Due,LIFEEXPPCT,LOWINCPCT,UNEMPPCT,LINGISOPCT,LESSHSPCT,E_POV150_P,With_PublicAssIncome_P,With_SSI_P,E_UNINSUR_P,With_Medicaid_P,percent_food_insecure,PRE1960PCT,E_HBURD_P,House_Vacant_P,E_MUNIT_P,E_MOBILE_P,E_CROWD_P,Owner_occupied_P,Mean_Proportion_HHIncome,percent_homeowners,PTRAF,E_NOVEH_P,Mean_Transportation_time(min),Work_Drivealone_P,Work_Carpooled_P,Work_PublicTransportation_P,Work_Walk_P,Work_Fromhome_P,Percent_Severe/Fatal,Avg_Person_Injured/Kill,Avg_Pedestrian_Injured/Kill,Percent_Alcohol_Related,Percent_Distracted_Related,Percent_Drowsy_Related,Percent_Drug_Related,Percent_Speed_Related,Percent_Hitrun_Related,Percent_Schoolzone_Related,Percent_Lgtruck_Related,Percent_Young_Related,Percent_Senior_Related,Percent_Bike_Related,Percent_Night_Related,Percent_Workzone_Related,PM25,OZONE,DSLPM,NO2,RSEI_AIR,PTSDF,UST,PWDIS,PNPL,PRMP,Total_Calls,Chronic_History,Violence_Calls,Opioid_Calls,CPR_Calls,DISABILITYPCT,UNDER5PCT,OVER64PCT,E_SNGPNT_P,E_GROUPQ_P,Total_Population,Median_Age,Age_Dependency_Ratio,Old-age_Dependency_Ratio,Child_Dependency_Ratio,Prop_White,Sex_Ratio(males per 100 females),Prop_Black,Prop_Hisp,Socioeconomic_Rank,Socioeconomic_Var1,Socioeconomic_Val1,Socioeconomic_Z1,Housing_Rank,Housing_Var1,Housing_Val1,Housing_Z1,Transportation_Rank,Transportation_Var1,Transportation_Val1,Transportation_Z1,Transportation_Var2,Transportation_Val2,Transportation_Z2,Transportation_Var3,Transportation_Val3,Transportation_Z3,TransportationSafety_Rank,TransportationSafety_Var1,TransportationSafety_Val1,TransportationSafety_Z1,TransportationSafety_Var2,TransportationSafety_Val2,TransportationSafety_Z2,TransportationSafety_Var3,TransportationSafety_Val3,TransportationSafety_Z3,Environmental_Rank,Environmental_Var1,Environmental_Val1,Environmental_Z1,Environmental_Var2,Environmental_Val2,Environmental_Z2,Environmental_Var3,Environmental_Val3,Environmental_Z3,PublicHealth_Rank,PublicHealth_Var1,PublicHealth_Val1,PublicHealth_Z1,Demographics_Rank,Demographics_Var1,Demographics_Val1,Demographics_Z1,Demographics_Var2,Demographics_Val2,Demographics_Z2,Demographics_Var3,Demographics_Val3,Demographics_Z3,Socioeconomic_Var2,Socioeconomic_Val2,Socioeconomic_Z2,Socioeconomic_Var3,Socioeconomic_Val3,Socioeconomic_Z3,Housing_Var2,Housing_Val2,Housing_Z2,Housing_Var3,Housing_Val3,Housing_Z3,PublicHealth_Var2,PublicHealth_Val2,PublicHealth_Z2,PublicHealth_Var3,PublicHealth_Val3,PublicHealth_Z3
51153900408,Moderate Opportunity,3,PublicHealth,NEABSCO,NEABSCO:100%,Dale City,Neabsco Hills,Station 17 - 1st Due,0.178461538,0.068616423,0.033874382,0.091916558,0.101277372,0.058492688,0.129074316,0.004563233,0.120734908,0.203647988,0.092,0.061442006,0.133637549,0.038244514,0,0,0.132333768,0.799400075,0.258561644,0.857,816841.4259,0.016297262,45.27020992,0.710791926,0.114518634,0.024456522,0.009704969,0.130822981,0.363636364,1.454545455,0,0.181818182,0.272727273,0,0,0.181818182,0,0,0.181818182,0.272727273,0.181818182,0,0.363636364,0,7.191485792,55.15391,0.157985338,5.89665489,29.17011798,0,0,485.9194125,0.131832714,0,789,245,20,4,2,0.081797668,0.131983502,0.069553806,0.035853977,0,5473,33.2,63.7,11.9,51.8,0.245106383,111.3,0.302765957,0.259787234,2,With_PublicAssIncome_P,0.129074316,1.664225299,6,E_CROWD_P,0.132333768,2.942202644,5,Mean_Transportation_time(min),45.27020992,0.575060821,Work_Drivealone_P,0.710791926,0.385349492,Work_PublicTransportation_P,0.024456522,-0.254276397,3,Percent_Severe/Fatal,0.363636364,3.047022473,Percent_Lgtruck_Related,0.181818182,2.112729085,Percent_Alcohol_Related,0.181818182,1.850307072,4,OZONE,55.15391,0.353002285,PM25,7.191485792,0.191373293,NO2,5.89665489,0.174870468,1,Total_Calls,789,-0.771987899,0,UNDER5PCT,0.131983502,2.207170879,Child_Dependency_Ratio,51.8,1.025474307,Prop_Black,0.302765957,0.946293608,With_Medicaid_P,0.203647988,1.13126063,LINGISOPCT,0.091916558,0.550334332,PRE1960PCT,0.061442006,0.070739015,,,,Opioid_Calls,4,-0.502377687,Chronic_History,245,-0.498148886
51153900409,High Opportunity,5,PublicHealth,NEABSCO,NEABSCO:100%,Dale City,Cloverdale,Station 10 - 1st Due,0.206153846,0.121382637,0.024560239,0.091830272,0.234729494,0.074155507,0.060797973,0.01139962,0.13931641,0.097124472,0.075,0,0.191893604,0.014971928,0,0,0.013932869,0.732560464,0.353438395,0.82,953881.3149,0.02279924,41.33061527,0.686714237,0.159700985,0.010873259,0,0.083248386,0.075,1.8,0.1,0.1,0.175,0.025,0.025,0.125,0.1,0,0.075,0.3,0.05,0,0.375,0,7.189668306,55.24277,0.160766455,6.513326571,31.51438735,0,0,1444.887787,0.113966102,0,1254,341,29,4,4,0.104966821,0.029982011,0.121726964,0.026599113,0,4834,40.4,48.7,18.6,30.2,0.187239442,74.6,0.220047127,0.4571325,4,LESSHSPCT,0.234729494,1.720110812,5,Mean_Proportion_HHIncome,0.353438395,0.200347909,6,Work_PublicTransportation_P,0.010873259,-0.908489151,Work_Fromhome_P,0.083248386,-0.891501177,Work_Walk_P,0,-0.628032148,3,Percent_Night_Related,0.375,0.971982406,Percent_Young_Related,0.3,0.908201881,Percent_Hitrun_Related,0.1,0.719247972,2,NO2,6.513326571,0.757265121,OZONE,55.24277,0.476308324,PM25,7.189668306,0.172338132,1,CPR_Calls,4,0.186393128,0,Prop_Hisp,0.4571325,1.326913153,DISABILITYPCT,0.104966821,0.657385426,Median_Age,40.4,0.50648061,LINGISOPCT,0.091830272,0.548895889,E_UNINSUR_P,0.13931641,0.489088738,Owner_occupied_P,0.732560464,-0.097746689,,,,Chronic_History,341,0.125119418,,,
51153900410,Exceptional Opportunity,8,PublicHealth,NEABSCO,NEABSCO:100%,Dale City,Brightwood Forest,Station 10 - 1st Due,0.176410256,0.307248345,0.050169109,0.071703561,0.068422482,0.14904091,0.043792108,0.015880654,0.158037685,0.133196721,0.112,0.014905149,0.273820982,0.061427281,0.546070461,0.032520325,0.074590953,0.477338313,0.311626879,0.357,1318504.531,0.010105871,40.2245998,0.730066951,0.030127815,0.110772976,0.014303104,0.068472307,0.112449799,1.582329317,0.040160643,0.048192771,0.144578313,0.012048193,0.008032129,0.421686747,0.088353414,0.012048193,0.136546185,0.168674699,0.120481928,0,0.345381526,0.040160643,7.158474044,55.32373,0.176123879,7.097802327,36.39436334,0.042028269,1.822891019,2210.774855,0.234565584,0,2216,388,63,6,6,0.051912568,0.108300798,0.038872857,0.170837344,0,5588,32.8,49.5,8.3,41.2,0.132791806,92.9,0.490022956,0.209253046,2,LOWINCPCT,0.307248345,1.103909787,3,E_MUNIT_P,0.546070461,2.557973264,4,Work_Carpooled_P,0.030127815,-1.475256795,PTRAF,1318504.531,1.27868444,Work_Fromhome_P,0.068472307,-1.095336182,5,Percent_Speed_Related,0.421686747,2.368634987,Percent_Lgtruck_Related,0.136546185,1.247537806,Percent_Night_Related,0.345381526,0.631322215,6,NO2,7.097802327,1.309253424,OZONE,55.32373,0.588651976,DSLPM,0.176123879,0.347819311,1,Violence_Calls,63,1.00588831,0,Prop_Black,0.490022956,2.561776769,E_SNGPNT_P,0.170837344,2.433016258,UNDER5PCT,0.108300798,1.387228882,E_UNINSUR_P,0.158037685,0.731221499,percent_food_insecure,0.112,0.506980641,percent_homeowners,0.357,-1.687488519,Owner_occupied_P,0.477338313,-1.257116198,CPR_Calls,6,0.809962866,Total_Calls,2216,0.646720062
51153900502,High Opportunity,6,PublicHealth,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Potomac Town Center,Station 12 - 1st Due,0.176410256,0.155176005,0.053894183,0.033806957,0.045620952,0.053794992,0.087212151,0.027927487,0.047339593,0.15820643,0.093,0,0.272415483,0.041784038,0.380751174,0,0.030377266,0.484142915,0.300711662,0.483,1523818.995,0.035766781,42.03076923,0.633451957,0.087026852,0.066645099,0.003882239,0.158848269,0.14516129,1.806451613,0.024193548,0.080645161,0.169354839,0.016129032,0,0.201612903,0.056451613,0.008064516,0.024193548,0.217741936,0.129032258,0.032258065,0.346774194,0.032258065,7.152292077,55.49733,0.211705209,7.548125292,44.85417152,0.20549711,2.088257473,2471.517405,0.220695041,0,2623,293,40,8,5,0.061759729,0.075899844,0.087050078,0.025477707,0.02543036,4718,35.9,47.9,13.2,34.7,0.267175573,93.2,0.413832986,0.138098543,2,With_PublicAssIncome_P,0.087212151,0.678717972,3,E_MUNIT_P,0.380751174,1.560958159,5,PTRAF,1523818.995,1.780935396,E_NOVEH_P,0.035766781,0.503200835,Work_Walk_P,0.003882239,-0.408784791,4,Percent_Night_Related,0.346774194,0.647340142,Percent_Bike_Related,0.032258065,0.487957875,Avg_Person_Injured/Kill,1.806451613,0.442102842,6,NO2,7.548125292,1.734545674,DSLPM,0.211705209,1.385606075,OZONE,55.49733,0.829546962,1,Total_Calls,2623,1.051355059,0,Prop_Black,0.413832986,1.904478968,Total_Population,4718,-0.346683812,E_GROUPQ_P,0.02543036,0.298210721,With_Medicaid_P,0.15820643,0.521520774,UNEMPPCT,0.053894183,0.213377793,Owner_occupied_P,0.484142915,-1.226205684,percent_homeowners,0.483,-1.141889353,CPR_Calls,5,0.498177997,Violence_Calls,40,0.249506056
51153900503,High Opportunity,5,Socioeconomic,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Marumsco Hills,Station 12 - 1st Due,0.164102564,0.215890411,0.075921909,0.084621644,0.209232097,0.149359142,0.014646054,0,0.142035051,0.2256707,0.103,0.136470588,0.238405208,0.036078431,0.407058824,0,0.068348251,0.698404395,0.326337638,0.541,1907799.483,0.007323027,46.74418605,0.626404494,0.169007491,0.03511236,0.027153558,0.073970037,0.083916084,1.664335664,0.013986014,0.041958042,0.223776224,0.027972028,0.006993007,0.363636364,0.083916084,0.013986014,0.090909091,0.160839161,0.160839161,0,0.181818182,0,7.193168306,55.66076,0.217562229,7.477478341,42.095928,0.226708482,1.263350919,2006.137798,0.12830849,0,1514,247,27,2,4,0.067859022,0.092074287,0.090504839,0.056143206,0,3787,35.7,54.1,14.5,39.6,0.188539192,100.7,0.237826603,0.454572447,1,With_Medicaid_P,0.2256707,1.426763818,3,E_MUNIT_P,0.407058824,1.719615536,4,PTRAF,1907799.483,2.720248502,Work_Fromhome_P,0.073970037,-1.019495371,Mean_Transportation_time(min),46.74418605,0.822227246,5,Percent_Speed_Related,0.363636364,1.759791193,Percent_Hitrun_Related,0.083916084,0.431998658,Percent_Lgtruck_Related,0.090909091,0.375369173,6,NO2,7.477478341,1.667825557,DSLPM,0.217562229,1.556435492,OZONE,55.66076,1.056329608,2,CPR_Calls,4,0.186393128,0,Prop_Hisp,0.454572447,1.310136063,Total_Population,3787,-0.933884703,UNDER5PCT,0.092074287,0.825435016,LESSHSPCT,0.209232097,1.387281305,UNEMPPCT,0.075921909,0.947229279,E_CROWD_P,0.068348251,1.055098058,percent_homeowners,0.541,-0.89074053,,,,,,
51153900504,Exceptional Opportunity,8,Socioeconomic,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Marumsco Hills,Station 12 - 1st Due,0.164102564,0.468972332,0.19214798,0.212274368,0.236950549,0.384721402,0.228158845,0.046209386,0.251624336,0.253593227,0.184,0.120310479,0.416606498,0.104139715,0.212807245,0.168822768,0.064259928,0.745619216,0.406262231,0.667,1365936.922,0.033212996,38.79899618,0.693594646,0.138145316,0.052581262,0.059273423,0,0.142857143,1.857142858,0.163265306,0.142857143,0.224489796,0.020408163,0,0.142857143,0.12244898,0,0.040816327,0.102040816,0.102040816,0.040816327,0.408163265,0.102040816,7.177772131,55.69278,0.217556775,7.118523772,45.25113794,0.230626832,2.15025423,2152.487718,0.110172242,0,1948,392,86,14,5,0.126009057,0.050009844,0.111045481,0.085198556,0,5459,34.3,68.7,19.1,49.7,0.143731491,84.6,0.160908193,0.594471866,1,UNEMPPCT,0.19214798,4.819289201,5,E_MOBILE_P,0.168822768,4.992479185,3,Work_Fromhome_P,0,-2.039907002,PTRAF,1365936.922,1.39471603,E_NOVEH_P,0.033212996,0.396196922,4,Percent_Night_Related,0.408163265,1.353413407,Avg_Pedestrian_Injured/Kill,0.163265306,1.196354121,Percent_Hitrun_Related,0.12244898,1.120173598,6,DSLPM,0.217556775,1.556276417,NO2,7.118523772,1.32882309,OZONE,55.69278,1.100761966,2,Violence_Calls,86,1.762270565,0,Prop_Hisp,0.594471866,2.226955025,DISABILITYPCT,0.126009057,1.305491125,Child_Dependency_Ratio,49.7,0.796299482,With_PublicAssIncome_P,0.228158845,3.996845443,E_POV150_P,0.384721402,3.197146993,E_HBURD_P,0.416606498,1.944991927,House_Vacant_P,0.104139715,1.908713343,Opioid_Calls,14,1.190616715,CPR_Calls,5,0.498177997
51153900601,Exceptional Opportunity,7,Socioeconomic,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Marumsco Acres,Station 12 - 1st Due,0.209230769,0.408672409,0.034954407,0.139773895,0.224921278,0.380110497,0.065775951,0.102774923,0.286187845,0.317127072,0.119,0.211873081,0.351490236,0.004094166,0.030706244,0,0.096608428,0.893064382,0.353846154,0.892,991004.3362,0.063720452,40.00880282,0.725459318,0.031496063,0.056692913,0.028346457,0.105511811,0.12195122,1.707317073,0.12195122,0.146341463,0.146341463,0.024390244,0,0.170731707,0.048780488,0,0.024390244,0.146341463,0.048780488,0.048780488,0.463414634,0.073170732,7.144686885,55.77587,0.200556916,6.613009549,51.94356778,0.243795815,3.204844393,2511.424884,0.128927425,0,1025,256,30,5,2,0.104972376,0.106353591,0.088674033,0.175745118,0.000276243,3453,34.2,42.7,11.7,31,0.184050633,131.4,0.11721519,0.57164557,1,With_SSI_P,0.102774923,3.447519677,5,E_CROWD_P,0.096608428,1.888566507,3,E_NOVEH_P,0.063720452,1.674463161,Work_Carpooled_P,0.031496063,-1.448365218,Work_Drivealone_P,0.725459318,0.622550431,2,Percent_Night_Related,0.463414634,1.988893206,Percent_Alcohol_Related,0.146341463,1.183939671,Percent_Bike_Related,0.048780488,1.121290975,6,OZONE,55.77587,1.2160613,UST,3.204844393,1.20254758,DSLPM,0.200556916,1.060448165,4,Total_Calls,1025,-0.537359252,0,E_SNGPNT_P,0.175745118,2.544403286,Prop_Hisp,0.57164557,2.077364833,Sex_Ratio(males per 100 females),131.4,1.527448985,E_POV150_P,0.380110497,3.143060549,With_Medicaid_P,0.317127072,2.653935544,PRE1960PCT,0.211873081,1.710729281,E_HBURD_P,0.351490236,1.3654527,CPR_Calls,2,-0.43717661,Chronic_History,256,-0.426732726
51153900602,Exceptional Opportunity,8,Socioeconomic,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Jefferson Plaza,Station 2 - 1st Due,0.209230769,0.44896821,0.032258065,0.181481481,0.140437158,0.286391523,0.153333333,0.038518519,0.194645845,0.194158076,0.152,0.127484578,0.54,0.074708705,0.605209047,0.093899931,0.077037037,0.291411043,0.408023139,0.272,1142798.963,0.058518519,41.23584051,0.799474606,0.09938704,0.015323993,0.01882662,0.033712785,0.112676056,1.830985915,0.169014085,0.14084507,0.154929578,0.014084507,0.014084507,0.183098592,0.126760563,0,0.042253521,0.197183099,0.084507042,0.028169014,0.422535211,0.23943662,7.172420219,55.84385,0.215971619,7.022999902,48.63163107,0.287571303,2.758406258,2267.25926,0.122189658,0.057887864,1938,315,93,13,2,0.056128293,0.077523703,0.054099275,0.04,0,3694,27.6,32.2,7.9,24.3,0.115420129,117.4,0.242843952,0.548476454,1,LOWINCPCT,0.44896821,2.292126342,4,E_HBURD_P,0.54,3.043202612,5,Work_Drivealone_P,0.799474606,1.819525039,Work_Fromhome_P,0.033712785,-1.574841425,E_NOVEH_P,0.058518519,1.456501515,3,Percent_Workzone_Related,0.23943662,3.211996432,Percent_Night_Related,0.422535211,1.518713951,Avg_Pedestrian_Injured/Kill,0.169014085,1.268721114,6,DSLPM,0.215971619,1.51004279,OZONE,55.84385,1.310393334,NO2,7.022999902,1.238608811,2,Violence_Calls,93,1.99247386,0,Prop_Hisp,0.548476454,1.925527998,Total_Population,3694,-0.99254172,Sex_Ratio(males per 100 females),117.4,0.788092266,With_PublicAssIncome_P,0.153333333,2.235324262,E_POV150_P,0.286391523,2.043726246,E_MUNIT_P,0.605209047,2.914628948,E_MOBILE_P,0.093899931,2.621830205,Opioid_Calls,13,1.021317275,Total_Calls,1938,0.37033547
51153900701,Exceptional Opportunity,7,PublicHealth,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Leesylvania,Station 12 - 1st Due,0.178394938,0.379545455,0.061248528,0.023320158,0.045013421,0.20161748,0.0743083,0,0.121027242,0.274119668,0.139,0.030529172,0.264426878,0.141791045,0.295454546,0.013568521,0.026482213,0.568783822,0.314918315,0.343,1153840.255,0.051778656,41.65190924,0.752295855,0.080416977,0.024075453,0.020352445,0.105237032,0.142857143,1.60952381,0.057142857,0.057142857,0.20952381,0.019047619,0,0.20952381,0.057142857,0.047619048,0.038095238,0.2,0.104761905,0.028571429,0.304761905,0.00952381,7.128559016,55.5346,0.200355687,6.613335613,47.97493187,0.193484377,2.131176596,2850.34223,0.240154859,0,1947,434,79,10,3,0.074577727,0.081157775,0.067395006,0.149802372,0.00368899,8102,31.2,44.9,8.9,36,0.173501577,110.4,0.443349106,0.208596215,2,With_Medicaid_P,0.274119668,2.076857435,3,House_Vacant_P,0.141791045,3.007875315,5,E_NOVEH_P,0.051778656,1.174100409,Work_Drivealone_P,0.752295855,1.056550679,PTRAF,1153840.255,0.875874096,4,Percent_Schoolzone_Related,0.047619048,0.588102138,Percent_Bike_Related,0.028571429,0.34664273,Percent_Night_Related,0.304761905,0.164131102,6,DSLPM,0.200355687,1.054578997,OZONE,55.5346,0.881264451,NO2,6.613335613,0.851715268,1,Violence_Calls,79,1.53206727,0,Prop_Black,0.443349106,2.15911722,E_SNGPNT_P,0.149802372,1.955605723,UNDER5PCT,0.081157775,0.447483805,LOWINCPCT,0.379545455,1.710067738,percent_food_insecure,0.139,1.195144528,percent_homeowners,0.343,-1.748110649,E_MUNIT_P,0.295454546,1.046547361,Chronic_History,434,0.728910588,Opioid_Calls,10,0.513418954
51153900702,Exceptional Opportunity,7,PublicHealth,WOODBRIDGE,WOODBRIDGE:100%,Dale City,Marumsco Woods,Station 12 - 1st Due,0.165128205,0.183508391,0.099564529,0.06686799,0.141848034,0.121164722,0.084555651,0.015099223,0.173625316,0.08436214,0.102,0.028747433,0.16824849,0.048049281,0.15687885,0,0.025884383,0.901696547,0.29766791,0.851,793963.6178,0.052631579,40.66290046,0.556389318,0.141249172,0.023615096,0,0.228426396,0.333333333,1.433333333,0.166666667,0.166666667,0.2,0,0.1,0.266666667,0.1,0.033333333,0.1,0.2,0.133333333,0.033333333,0.3,0.033333333,7.111257104,55.6238,0.177713017,5.849758825,56.79743907,0.361530455,0.456434083,3604.508696,0.255181855,0,2066,495,51,16,6,0.118978456,0.056310913,0.06738058,0.028904228,0,7796,33.6,54.5,12.3,42.2,0.226607648,83.3,0.205705152,0.416697406,2,UNEMPPCT,0.099564529,1.734880798,5,House_Vacant_P,0.048049281,0.271255329,4,E_NOVEH_P,0.052631579,1.20983799,Work_Walk_P,0,-0.628032148,Work_PublicTransportation_P,0.023615096,-0.294802125,3,Percent_Drug_Related,0.1,4.342439931,Percent_Severe/Fatal,0.333333333,2.639768137,Percent_Alcohol_Related,0.166666667,1.565712669,6,OZONE,55.6238,1.005042289,PTSDF,0.361530455,0.680393312,DSLPM,0.177713017,0.394169079,1,Opioid_Calls,16,1.529215596,0,DISABILITYPCT,0.118978456,1.088947,Prop_Hisp,0.416697406,1.061925198,Prop_Black,0.205705152,0.108941216,E_UNINSUR_P,0.173625316,0.932825082,LIFEEXPPCT,0.165128205,-0.731085934,E_MUNIT_P,0.15687885,0.210818726,,,,Chronic_History,495,1.124945656,CPR_Calls,6,0.809962866
51153900801,Moderate Opportunity,4,Socioeconomic,WOODBRIDGE,WOODBRIDGE:100%,Dumfries,Powells Landing,Station 23 - 1st Due,0.175384615,0.044044044,0.06455455,0.011003521,0.051814604,0.028502209,0.006602113,0.007042254,0.070257945,0.043371404,0.063,0,0.028169014,0,0,0,0.002640845,0.952224758,0.283641975,0.972,708673.9258,0.002640845,48.17034437,0.620436106,0.077332657,0.040821501,0,0.24163286,0.071428572,1.732142857,0.035714286,0.107142857,0.285714286,0.017857143,0.035714286,0.125,0.071428571,0.017857143,0.053571429,0.142857143,0.071428571,0,0.232142857,0.017857143,7.063994536,55.45296,0.179821116,4.933585435,59.70629063,0.414167476,1.267863648,4171.512648,0.326056004,0,1536,428,39,4,2,0.09454966,0.067835257,0.103463018,0.033450704,0.000712555,7078,38.4,55.1,15.8,39.2,0.290688149,106.1,0.329191699,0.151419989,1,UNEMPPCT,0.06455455,0.568526852,3,E_HBURD_P,0.028169014,-1.512128495,2,Mean_Transportation_time(min),48.17034437,1.061375253,Work_Walk_P,0,-0.628032148,Work_Carpooled_P,0.077332657,-0.547491758,5,Percent_Drug_Related,0.035714286,1.102767442,Percent_Distracted_Related,0.285714286,1.017778727,Percent_Alcohol_Related,0.107142857,0.447663207,6,PTSDF,0.414167476,0.902616006,OZONE,55.45296,0.767977201,DSLPM,0.179821116,0.455655179,4,Chronic_History,428,0.689956319,0,Prop_Black,0.329191699,1.174270888,DISABILITYPCT,0.09454966,0.336534475,Median_Age,38.4,0.207307473,LIFEEXPPCT,0.175384615,-0.165888994,,,,House_Vacant_P,0,-1.131455875,percent_homeowners,0.972,0.975555031,Violence_Calls,39,0.216619871,,,
51153900803,Exceptional Opportunity,8,PublicHealth,WOODBRIDGE,WOODBRIDGE:100%,Dumfries,Cherry Hill,Station 23 - 1st Due,0.178394938,0.215285065,0.054432348,0.022813688,0.093275488,0.185729276,0.126901141,0.032794677,0.116474292,0.245393338,0.167,0.011984021,0.281844107,0.066134044,0.250776742,0,0.067490494,0.552116125,0.407586207,0.487,731358.0153,0.02661597,41.22412008,0.751766217,0.147077714,0.003853565,0,0.069364162,0.139534884,1.627906977,0.139534884,0.093023256,0.209302326,0,0.046511628,0.209302326,0.139534884,0,0.139534884,0.255813954,0.139534884,0,0.279069767,0.046511628,7.071904098,55.14926,0.157864669,5.667331141,52.49390076,0.342470995,1.190701308,3870.957296,0.368213043,0,2029,407,73,11,3,0.118532955,0.056313396,0.055788737,0.162072243,0,6127,31.7,57.6,12.9,44.7,0.132480053,112.4,0.476396277,0.246509309,2,percent_food_insecure,0.167,1.908795966,4,percent_homeowners,0.487,-1.124568744,6,Work_PublicTransportation_P,0.003853565,-1.246579737,Work_Fromhome_P,0.069364162,-1.083033103,Work_Drivealone_P,0.751766217,1.047985378,3,Percent_Drug_Related,0.046511628,1.646898473,Percent_Hitrun_Related,0.139534884,1.425317829,Percent_Lgtruck_Related,0.139534884,1.30465471,5,PTSDF,0.342470995,0.599928185,OZONE,55.14926,0.346549741,RSEI_AIR,52.49390076,0.274148315,1,Violence_Calls,73,1.33475016,0,Prop_Black,0.476396277,2.44421817,E_SNGPNT_P,0.162072243,2.234083188,DISABILITYPCT,0.118532955,1.075225467,With_Medicaid_P,0.245393338,1.691404359,With_PublicAssIncome_P,0.126901141,1.613065024,E_CROWD_P,0.067490494,1.029800503,Mean_Proportion_HHIncome,0.407586207,0.95164706,Opioid_Calls,11,0.682718395,Chronic_History,407,0.553616378
51153900804,High Opportunity,5,Socioeconomic,POTOMAC,"WOODBRIDGE:25.20%,POTOMAC:74.80%",Dumfries,North Pond Trail,Station 23 - 1st Due,0.178394938,0.070600632,0.052168816,0.018220793,0.064614531,0.051984545,0.067524116,0.013933548,0.069195645,0.080780942,0.074,0.008574491,0.229903537,0,0.128081458,0,0.006966774,0.725500527,0.374329359,0.678,549528.9028,0.052518757,51.94889601,0.661402976,0.139993927,0.028241725,0,0.147282114,0.153846154,1.307692308,0.384615385,0.153846154,0.076923077,0,0.076923077,0.153846154,0,0.076923077,0.076923077,0.384615385,0.153846154,0,0.384615385,0,7.024996448,55.32433,0.15388705,4.198051573,63.82219524,0.473868267,0,5072.237106,0.410134344,0,1607,285,29,6,1,0.081676518,0.098349139,0.064278188,0.088960343,0,5564,38.7,54.9,12,42.9,0.248386502,68.1,0.480545823,0.124469851,1,With_PublicAssIncome_P,0.067524116,0.215227784,6,Mean_Proportion_HHIncome,0.374329359,0.490209363,4,Mean_Transportation_time(min),51.94889601,1.694988703,E_NOVEH_P,0.052518757,1.205110734,Work_Walk_P,0,-0.628032148,2,Avg_Pedestrian_Injured/Kill,0.384615385,3.982761396,Percent_Drug_Related,0.076923077,3.179480575,Percent_Young_Related,0.384615385,1.771621992,5,PTSDF,0.473868267,1.154660487,OZONE,55.32433,0.589484563,PWDIS,5072.237106,0.573160644,3,Total_Calls,1607,0.041258851,0,Prop_Black,0.480545823,2.48001668,UNDER5PCT,0.098349139,1.042682788,E_SNGPNT_P,0.088960343,0.574732688,UNEMPPCT,0.052168816,0.155897364,,,,percent_homeowners,0.678,-0.29750969,E_HBURD_P,0.229903537,0.283322686,,,,,,
51153900804,High Opportunity,5,Socioeconomic,WOODBRIDGE,"WOODBRIDGE:25.20%,POTOMAC:74.80%",Dumfries,North Pond Trail,Station 23 - 1st Due,0.178394938,0.070600632,0.052168816,0.018220793,0.064614531,0.051984545,0.067524116,0.013933548,0.069195645,0.080780942,0.074,0.008574491,0.229903537,0,0.128081458,0,0.006966774,0.725500527,0.374329359,0.678,549528.9028,0.052518757,51.94889601,0.661402976,0.139993927,0.028241725,0,0.147282114,0.153846154,1.307692308,0.384615385,0.153846154,0.076923077,0,0.076923077,0.153846154,0,0.076923077,0.076923077,0.384615385,0.153846154,0,0.384615385,0,7.024996448,55.32433,0.15388705,4.198051573,63.82219524,0.473868267,0,5072.237106,0.410134344,0,1607,285,29,6,1,0.081676518,0.098349139,0.064278188,0.088960343,0,5564,38.7,54.9,12,42.9,0.248386502,68.1,0.480545823,0.124469851,1,With_PublicAssIncome_P,0.067524116,0.215227784,6,Mean_Proportion_HHIncome,0.374329359,0.490209363,4,Mean_Transportation_time(min),51.94889601,1.694988703,E_NOVEH_P,0.052518757,1.205110734,Work_Walk_P,0,-0.628032148,2,Avg_Pedestrian_Injured/Kill,0.384615385,3.982761396,Percent_Drug_Related,0.076923077,3.179480575,Percent_Young_Related,0.384615385,1.771621992,5,PTSDF,0.473868267,1.154660487,OZONE,55.32433,0.589484563,PWDIS,5072.237106,0.573160644,3,Total_Calls,1607,0.041258851,0,Prop_Black,0.480545823,2.48001668,UNDER5PCT,0.098349139,1.042682788,E_SNGPNT_P,0.088960343,0.574732688,UNEMPPCT,0.052168816,0.155897364,,,,percent_homeowners,0.678,-0.29750969,E_HBURD_P,0.229903537,0.283322686,,,,,,
